Id,MSZoning,LotArea,OverallQual,OverallCond,YearBuilt,ExterQual,TotalBsmtSF,GrLivArea,SalePrice,BedroomAbvGr,FullBath,HalfBath,Fireplaces,GarageCars,GarageArea,PoolArea
1020,RL,3013,7,5,2005,Gd,1362,1506,213490,4,3,0,0,1,467,0
1021,RL,7024,4,5,2005,TA,1132,1132,176000,1,2,0,0,1,248,0
1022,RL,7406,7,5,2006,Gd,1199,1220,194000,3,3,0,0,2,340,0
1023,RM,9439,5,5,1930,TA,912,1248,87000,1,3,1,0,1,322,1
1024,RL,3182,7,5,2005,Gd,1346,1504,191000,5,2,1,1,1,199,0
1025,RL,15498,8,6,1976,Gd,1565,2898,287000,2,1,1,1,3,449,1
1026,RL,7700,5,5,1972,TA,882,882,112500,2,2,1,1,1,495,1
1027,RL,9300,5,5,1960,TA,1268,1264,167500,1,3,0,0,3,465,0
1028,RL,9520,8,5,2007,Gd,1638,1646,293077,3,1,1,1,3,221,1
1029,RL,9492,5,5,1941,TA,768,1376,105000,5,2,0,1,1,307,0
1030,RM,1680,6,7,1972,TA,672,1218,118000,5,1,1,0,3,487,0
1031,RH,7082,5,8,1916,TA,686,1928,160000,1,2,0,0,3,174,1
1032,RL,15863,7,3,1920,TA,824,3082,197000,2,1,0,0,2,234,1
1033,RL,14541,8,7,1993,Gd,1338,2520,310000,5,3,1,1,3,231,1
1034,RL,8125,7,5,2002,Gd,1654,1654,230000,3,2,1,1,2,280,1
1035,RL,6305,5,7,1938,TA,920,954,119750,4,1,0,1,1,294,1
1036,RL,11500,4,3,1957,TA,0,845,84000,1,2,1,1,2,178,1
1037,RL,12898,9,5,2007,Gd,1620,1620,315500,2,2,0,1,2,480,0
1038,RL,9240,8,5,2001,Gd,1055,2263,287000,1,2,1,0,1,310,0
1039,RM,1533,4,6,1970,TA,546,1344,97000,2,3,1,0,1,121,0
1040,RM,1477,4,4,1970,TA,630,630,80000,4,1,0,0,2,162,1
1041,RL,13125,5,4,1957,TA,1134,1803,155000,5,1,0,0,3,111,1
1042,RL,9130,6,8,1966,TA,800,1632,173000,2,2,0,1,1,267,1
1043,RL,5381,6,5,2005,Gd,1306,1306,196000,1,3,1,1,3,270,1
1044,RL,11839,7,5,1990,TA,1475,2329,262280,3,3,1,0,3,205,1
1045,RL,9600,8,5,1981,Gd,2524,2524,278000,4,2,0,1,2,331,1
1046,RL,13680,3,5,1955,TA,0,1733,139600,5,2,1,0,3,467,1
1047,RL,16056,9,5,2005,Gd,1992,2868,556581,4,3,0,1,1,295,0
1048,RL,9245,5,5,1994,TA,990,990,145000,5,2,1,0,2,239,0
1049,RL,21750,5,4,1960,TA,0,1771,115000,4,3,0,1,3,141,1
1050,RL,11100,4,7,1946,TA,0,930,84900,3,1,1,0,1,229,1
1051,RL,8993,7,5,2007,Gd,1302,1302,176485,1,3,0,0,3,298,1
1052,RL,11175,7,5,2007,Gd,1316,1316,200141,2,1,0,0,1,454,0
1053,RL,9500,6,6,1964,TA,816,1977,165000,4,1,0,0,1,479,0
1054,RL,8562,5,6,1957,TA,1216,1526,144500,1,3,0,0,3,190,1
1055,RL,11367,8,5,2002,Gd,1065,1989,255000,3,2,1,0,1,244,0
1056,RL,11361,6,5,1976,TA,1193,1523,180000,5,3,1,1,2,255,1
1057,RL,7052,7,5,2005,Gd,1364,1364,185850,1,2,0,1,2,338,0
1058,RL,29959,7,6,1994,Gd,973,1850,248000,3,3,0,1,2,480,0
1059,RL,11308,9,5,2008,Ex,1104,2184,335000,5,3,1,1,1,277,0
1060,RL,11275,6,7,1932,TA,854,1991,220000,1,2,0,1,2,173,0
1061,RL,4920,8,5,2001,Gd,1338,1338,213500,5,1,0,1,3,406,1
1062,C (all),18000,3,4,1935,Fa,894,894,81000,5,1,1,1,2,238,1
1063,RM,13600,5,5,1900,TA,662,2337,90000,1,2,1,0,3,132,0
1064,RM,6000,6,6,1925,TA,1103,1103,110500,5,1,0,1,3,473,0
1065,RL,11000,5,6,1966,TA,1154,1154,154000,3,1,0,0,1,414,0
1066,RL,14000,7,5,1996,Gd,1306,2260,328000,3,2,1,0,1,263,1
1067,RL,7837,6,7,1993,Gd,799,1571,178000,4,1,1,0,1,418,1
1068,RL,9760,6,6,1964,TA,780,1611,167900,2,3,0,1,1,309,1
1069,RM,3964,6,4,1973,TA,942,2521,151400,5,2,0,1,1,349,1
1070,RL,9600,5,7,1949,TA,845,893,135000,1,1,1,1,2,223,1
1071,RL,10152,5,5,1956,TA,1048,1048,135000,3,3,0,0,1,254,1
1072,RL,11700,6,6,1968,TA,727,1556,154000,1,3,1,0,1,472,0
1073,RL,7585,5,3,1948,TA,810,1456,91500,3,2,1,1,3,364,0
1074,RL,7950,6,6,1977,TA,690,1426,159500,5,2,0,0,3,439,1
1075,RL,8556,7,5,2006,Gd,1240,1240,194000,5,3,0,0,1,201,0
1076,RL,13125,7,6,1940,TA,800,1740,219500,1,3,1,0,1,125,1
1077,RL,10800,5,8,1936,TA,796,1466,170000,3,1,1,0,2,129,0
1078,RL,15870,5,5,1969,TA,1096,1096,138800,1,2,1,0,1,358,1
1079,RM,4435,6,5,2004,Gd,848,848,155900,1,3,1,1,3,394,0
1080,RL,8775,5,5,1994,TA,990,990,126000,2,3,1,1,1,320,0
1081,RL,11040,6,7,1971,Gd,1258,1258,145000,1,2,1,0,1,275,1
1082,RL,7500,5,5,1963,TA,1040,1040,133000,4,3,1,0,1,300,0
1083,RL,8749,7,5,2002,Gd,1459,1459,192000,1,1,1,0,2,163,0
1084,RL,8800,6,6,1964,TA,1251,1251,160000,1,1,0,0,1,428,0
1085,RL,13031,6,5,1995,TA,691,1498,187500,4,3,0,1,1,106,1
1086,RL,9069,6,6,1992,TA,936,996,147000,2,1,1,0,3,400,1
1087,RM,1974,4,5,1973,TA,546,1092,83500,1,1,1,0,3,175,0
1088,FV,10574,8,5,2005,Gd,1082,1953,252000,2,3,1,0,2,338,1
1089,RM,2522,7,5,2004,Gd,970,1709,137500,4,1,0,0,2,311,0
1090,FV,3316,8,5,2005,Gd,1247,1247,197000,1,1,0,1,1,313,0
1091,RL,8544,3,4,1950,TA,0,1040,92900,1,2,0,0,1,498,1
1092,FV,2160,7,5,1999,Gd,600,1252,160000,1,1,0,1,3,205,0
1093,RL,8400,6,5,1925,TA,1181,1694,136500,4,3,0,0,3,487,0
1094,RL,9230,5,8,1965,TA,864,1200,146000,1,1,1,0,3,422,0
1095,RL,5868,5,7,1956,TA,936,936,129000,4,2,1,0,2,348,1
1096,RL,9317,6,5,2006,Gd,1314,1314,176432,3,1,0,1,3,266,1
1097,RM,6882,6,7,1914,TA,684,1355,127000,3,3,1,1,2,181,1
1098,RL,3696,8,5,1986,Gd,1074,1088,170000,4,3,0,1,3,230,1
1099,RM,6000,4,6,1936,TA,672,1324,128000,3,2,1,0,1,482,1
1100,RL,11880,7,5,1978,TA,1271,1601,157000,1,1,0,1,2,452,0
1101,RL,8400,2,5,1920,TA,290,438,60000,1,3,0,1,3,345,1
1102,RL,9758,5,5,1971,TA,950,950,119500,4,1,0,1,1,444,1
1103,RL,7000,5,7,1960,TA,1010,1134,135000,5,2,1,1,2,311,0
1104,RL,8910,6,6,1959,TA,655,1194,159500,4,1,1,0,3,206,1
1105,RM,2016,5,5,1970,TA,630,1302,106000,4,3,0,0,3,222,0
1106,RL,12256,8,5,1994,Gd,1463,2622,325000,1,2,1,0,1,186,1
1107,RL,10357,7,5,1990,Gd,910,1442,179900,5,3,0,0,1,484,1
1108,RL,23257,7,5,2006,Gd,868,2021,274725,4,2,1,1,1,307,0
1109,RL,8063,6,5,2000,TA,924,1690,181000,5,2,0,0,1,368,0
1110,RL,11362,8,5,2004,Gd,1836,1836,280000,1,3,1,0,3,285,0
1111,RL,8000,6,5,1995,TA,773,1658,188000,5,3,1,1,3,197,1
1112,RL,10480,7,6,1976,TA,803,1964,205000,1,3,0,0,3,435,0
1113,RL,7100,5,7,1957,TA,816,816,129900,1,1,0,1,3,268,1
1114,RL,8923,5,7,1953,TA,1008,1008,134500,5,1,1,1,2,113,0
1115,RL,5400,5,7,1954,TA,833,833,117000,1,1,1,1,2,249,1
1116,RL,12085,8,5,2007,Gd,1734,1734,318000,4,1,1,1,2,438,1
1117,RL,7750,8,5,2002,Gd,408,1419,184100,5,2,1,0,2,337,0
1118,RL,9764,5,7,1967,TA,894,894,130000,3,2,0,0,3,437,0
1119,RL,13825,5,6,1958,TA,533,1601,140000,4,2,1,1,3,212,0
1120,RL,7560,5,5,1959,TA,1040,1040,133700,1,3,0,1,3,410,1
1121,RM,8263,6,5,1920,TA,1012,1012,118400,3,1,0,1,1,432,1
1122,RL,10084,7,5,2005,Gd,1552,1552,212900,2,3,1,0,1,223,1
1123,RL,8926,4,3,1956,TA,672,960,112000,5,2,0,1,3,321,0
1124,RL,9405,5,9,1947,TA,698,698,118000,1,3,1,1,3,483,1
1125,RL,9125,7,5,1992,TA,384,1482,163900,4,1,0,0,1,464,0
1126,RL,10434,4,5,1955,TA,1005,1005,115000,5,2,1,1,2,185,1
1127,RL,3684,7,5,2007,Gd,1373,1555,174000,5,1,1,1,2,468,1
1128,RL,14572,7,5,2004,Gd,1530,1530,259000,3,3,0,0,3,328,0
1129,RL,11796,7,5,2004,Gd,847,1959,215000,1,3,0,1,3,342,0
1130,RM,7200,5,5,1980,TA,936,936,140000,2,3,0,0,1,475,0
1131,RL,7804,4,3,1928,TA,1122,1981,135000,3,2,0,1,2,286,0
1132,RL,10712,5,5,1991,TA,974,974,93500,2,2,0,1,3,142,0
1133,RM,9900,6,4,1880,TA,1008,2210,117500,3,1,0,1,3,276,0
1134,RL,9828,8,5,1995,Gd,1128,2020,239500,1,1,0,0,3,423,1
1135,RL,8773,6,5,1997,TA,916,1600,169000,1,1,1,1,1,290,0
1136,RM,6180,6,5,1926,TA,960,986,102000,5,2,0,0,1,420,0
1137,RL,9600,6,5,1950,TA,1032,1252,119000,1,3,1,0,2,239,0
1138,RL,6342,5,8,1875,TA,780,1020,94000,4,3,0,1,3,266,1
1139,RL,9819,6,5,1977,TA,1567,1567,196000,1,2,1,1,3,310,0
1140,RL,8731,5,5,1920,TA,915,1167,144000,1,3,0,0,2,342,1
1141,RL,7350,5,7,1951,TA,952,952,139000,2,1,0,1,1,124,1
1142,RL,10304,5,7,1976,TA,780,1868,197500,2,2,0,0,1,131,1
1143,RL,9965,8,5,2006,Gd,1466,2828,424870,1,2,0,0,2,451,1
1144,RL,9000,5,3,1959,TA,1006,1006,80000,5,1,0,1,2,240,1
1145,RL,12180,4,4,1941,TA,672,924,80000,1,1,1,1,1,179,0
1146,RM,6240,5,6,1928,TA,1042,1576,149000,5,3,0,0,3,105,0
1147,RL,11200,6,5,1985,Gd,1298,1298,180000,5,1,0,0,3,361,0
1148,RL,12000,7,7,1941,TA,704,1564,174500,4,1,1,1,2,235,0
1149,RM,5700,7,7,1926,TA,572,1111,116900,3,2,0,1,1,329,0
1150,RM,9000,7,9,1920,TA,650,1482,143000,1,1,0,0,1,252,1
1151,RL,8280,6,5,1950,TA,932,932,124000,4,2,0,1,1,254,0
1152,RL,17755,5,4,1959,TA,1466,1466,149900,5,2,0,1,2,142,0
1153,RL,14115,6,7,1956,TA,1073,1811,230000,2,1,1,1,1,140,1
1154,RM,5890,6,8,1930,Gd,816,816,120500,4,3,1,0,2,118,1
1155,RL,13700,7,6,1965,TA,864,1820,201800,3,1,0,1,3,176,0
1156,RL,10768,5,8,1976,Gd,1437,1437,218000,4,2,1,0,1,494,0
1157,RL,9350,5,8,1965,TA,1219,1265,179900,2,1,0,1,3,497,0
1158,RL,5001,7,5,2007,Gd,1314,1314,230000,1,1,1,1,3,121,1
1159,RL,11932,8,5,2007,Gd,1580,1580,235128,3,3,1,1,1,109,0
1160,RL,9120,6,6,1974,Gd,901,1876,185000,1,3,0,1,1,119,0
1161,RL,2280,6,5,1978,TA,855,1456,146000,5,1,0,0,3,229,1
1162,RL,14778,6,7,1954,Gd,1296,1640,224000,2,3,0,0,3,297,0
1163,RL,8724,5,5,1968,TA,894,894,129000,2,1,0,1,3,347,1
1164,RL,12900,4,4,1969,TA,1198,1258,108959,3,2,0,0,2,423,0
1165,RL,16157,5,7,1978,TA,1360,1432,194000,2,2,0,1,2,445,1
1166,RL,9541,7,5,2009,Gd,1502,1502,233170,2,2,0,1,1,176,0
1167,RL,10475,8,5,2008,Gd,1694,1694,245350,2,2,0,0,1,469,1
1168,RL,10852,6,5,2000,TA,959,1671,173000,1,2,0,0,1,317,0
1169,RL,13728,6,7,1935,TA,1127,2108,235000,1,1,1,0,1,208,1
1170,RL,35760,10,5,1995,Gd,1930,3627,625000,1,3,1,1,2,242,0
1171,RL,9880,6,6,1977,TA,1096,1118,171000,4,3,0,1,1,474,0
1172,RL,9120,6,6,1958,TA,1261,1261,163000,4,2,0,0,1,224,0
1173,FV,4017,7,5,2006,Gd,625,1250,171900,3,3,1,0,1,344,0
1174,RL,18030,5,6,1946,TA,1598,3086,200500,2,1,1,0,1,215,1
1175,RL,16560,6,8,1932,TA,952,2345,239000,1,2,0,1,3,408,1
1176,RL,10678,8,5,1992,Gd,1683,2872,285000,1,3,0,1,3,458,0
1177,RL,6951,5,5,1984,TA,876,923,119500,2,3,1,0,2,304,1
1178,RM,3950,6,8,1926,TA,818,1224,115000,2,3,0,1,1,127,0
1179,RL,7681,5,6,1921,TA,731,1343,154900,5,1,1,1,2,287,1
1180,RL,8335,5,5,1954,TA,0,1124,93000,3,2,1,0,1,218,1
1181,RL,11170,7,5,1990,TA,1216,2514,250000,4,1,1,0,3,217,1
1182,RM,5587,8,5,2008,Ex,1600,1652,392500,3,2,0,1,2,275,0
1183,RL,15623,10,5,1996,Gd,2396,4476,745000,5,3,0,0,1,361,0
1184,RL,10800,5,6,1920,TA,1120,1130,120000,3,2,0,0,2,354,0
1185,RL,35133,5,4,1963,TA,1572,1572,186700,1,2,1,0,1,173,0
1186,RL,9738,5,7,1924,TA,784,1221,104900,4,2,1,1,1,432,1
1187,RL,10615,3,5,1900,TA,978,1699,95000,1,3,0,1,3,296,0
1188,RL,12461,8,5,1994,Gd,1624,1624,262000,4,1,0,1,1,320,0
1189,RL,8935,7,5,2002,Gd,831,1660,195000,1,2,1,1,3,356,1
1190,RL,7500,7,5,1999,TA,994,1804,189000,3,3,1,0,1,326,0
1191,RL,32463,4,4,1961,TA,1249,1622,168000,2,3,1,1,2,208,1
1192,FV,2645,8,5,1999,Gd,776,1441,174000,1,3,1,1,3,487,0
1193,RM,9600,5,8,1925,TA,702,1472,125000,5,2,1,1,3,364,1
1194,RM,4500,6,5,1999,TA,1224,1224,165000,3,3,1,1,2,298,1
1195,RL,9364,6,7,1969,TA,663,1352,158000,2,3,0,0,3,402,1
1196,RL,8029,6,5,2005,TA,728,1456,176000,2,2,0,0,3,433,1
1197,RL,14054,7,5,2006,Gd,879,1863,219210,4,1,0,0,3,390,0
1198,RM,8850,7,6,1916,TA,815,1690,144000,5,2,1,0,2,151,1
1199,RL,9100,7,5,2001,Gd,1212,1212,178000,4,2,1,1,1,155,0
1200,RL,11235,4,5,1963,TA,1051,1382,148000,2,1,1,0,3,251,1
1201,RL,9353,4,5,1970,TA,864,864,116050,5,3,1,0,2,491,1
1202,RL,10400,7,5,1998,TA,866,1779,197900,3,2,0,1,1,366,0
1203,RM,6000,5,8,1925,TA,884,1348,117000,5,2,1,1,3,117,0
1204,RL,9750,7,5,2000,Gd,1630,1630,213000,3,1,0,1,1,397,0
1205,RL,10140,5,6,1975,TA,1056,1074,153500,5,2,1,1,3,341,1
1206,RL,14684,7,7,1990,Gd,2158,2196,271900,4,1,0,0,1,443,0
1207,RH,8900,4,4,1966,TA,1056,1056,107000,1,3,1,0,3,223,0
1208,RL,9135,6,5,2003,Gd,1682,1700,200000,4,2,0,0,3,254,1
1209,RL,7763,5,7,1962,TA,931,1283,140000,1,2,0,1,1,204,0
1210,RL,10182,8,5,2006,Gd,1660,1660,290000,2,2,1,1,1,121,0
1211,RL,11218,6,5,1992,Gd,1055,1845,189000,4,2,0,0,2,329,0
1212,RL,12134,8,7,1988,Gd,559,1752,164000,4,1,0,0,1,449,0
1213,RL,9340,4,6,1941,TA,672,672,113000,4,2,1,1,3,436,1
1214,RL,10246,4,9,1965,TA,648,960,145000,5,2,1,1,2,247,1
1215,RL,10205,5,5,1962,TA,925,999,134500,4,2,0,0,2,138,1
1216,RL,7094,5,5,1966,TA,894,894,125000,2,2,1,1,2,339,0
1217,RM,8930,6,5,1978,TA,0,1902,112000,1,1,0,1,1,106,1
1218,FV,8640,8,5,2009,Gd,1300,1314,229456,5,2,0,1,2,189,0
1219,RM,6240,4,5,1947,TA,0,912,80500,5,3,1,1,3,111,0
1220,RM,1680,6,5,1971,TA,672,1218,91500,4,3,1,0,3,242,1
1221,RL,7800,5,5,1964,TA,912,912,115000,4,2,0,1,3,402,0
1222,RL,8250,5,5,1968,TA,952,1211,134000,1,1,1,0,1,276,1
1223,RL,10496,6,6,1949,TA,1040,1846,143000,4,1,1,0,2,443,0
1224,RL,10680,5,3,1951,TA,2136,2136,137900,4,1,0,1,1,364,0
1225,RL,15384,7,5,2004,Gd,788,1490,184000,1,2,0,1,2,193,1
1226,RL,10482,6,8,1958,TA,588,1138,145000,1,2,1,0,1,462,0
1227,RL,14598,6,5,2007,Gd,894,1933,214000,1,3,0,0,1,301,1
1228,RL,8872,5,8,1965,TA,912,912,147000,1,1,1,1,3,287,0
1229,RL,8769,9,5,2008,Ex,1702,1702,367294,2,1,0,0,3,493,1
1230,RL,7910,5,5,1960,TA,1075,1507,127000,3,2,1,0,3,461,0
1231,RL,18890,5,5,1977,TA,1361,2620,190000,2,2,0,0,3,428,0
1232,RL,7728,5,6,1962,TA,1106,1190,132500,5,2,0,0,2,316,0
1233,RL,9842,4,5,1962,TA,0,1224,101800,3,1,1,0,3,296,0
1234,RL,12160,5,5,1959,TA,1188,1188,142000,3,3,0,0,2,460,1
1235,RH,8525,5,6,1911,TA,940,1964,130000,4,1,1,1,1,132,0
1236,RL,13132,5,5,1914,TA,747,1784,138887,5,1,1,0,2,466,0
1237,RL,2628,7,5,2003,Gd,764,1626,175500,1,2,1,0,2,297,1
1238,RL,12393,7,5,2004,Gd,847,1948,195000,2,3,1,1,3,308,0
1239,RL,13072,6,5,2005,Gd,1141,1141,142500,4,3,1,1,3,196,0
1240,RL,9037,8,5,2006,Gd,1476,1484,265900,4,1,1,0,1,158,0
1241,RL,8158,7,5,2003,Gd,884,1768,224900,4,3,0,1,2,291,1
1242,RL,9849,7,6,2007,Gd,1689,1689,248328,2,1,1,0,3,368,1
1243,RL,10625,7,6,1974,TA,1053,1173,170000,4,2,0,1,1,254,1
1244,RL,13891,10,5,2006,Ex,2076,2076,465000,4,1,1,1,1,458,0
1245,RL,11435,8,7,1929,TA,792,1517,230000,3,2,0,0,3,280,1
1246,RL,12090,6,7,1984,TA,585,1868,178000,5,3,1,1,2,107,1
1247,FV,8125,7,5,2005,Gd,756,1553,186500,1,2,0,1,2,498,1
1248,RL,12328,6,5,1976,TA,1012,1034,169900,2,2,0,1,2,466,1
1249,RM,9600,6,5,1917,TA,735,2058,129500,4,2,0,0,1,479,1
1250,RL,7200,5,7,1950,TA,876,988,119000,4,3,1,1,2,276,1
1251,RL,11160,7,5,1968,Gd,2110,2110,244000,1,3,1,0,1,390,1
1252,RL,3136,7,5,2003,Gd,1405,1405,171750,3,1,1,1,2,179,1
1253,RL,9858,5,6,1968,TA,864,874,130000,2,3,0,0,3,406,1
1254,RL,17542,7,7,1974,Gd,1192,2167,294000,4,3,0,1,2,163,1
1255,RL,6931,7,5,2003,Gd,746,1656,165400,3,3,0,0,1,156,1
1256,RM,6240,6,6,1931,TA,884,1367,127500,1,3,0,0,3,294,1
1257,RL,14303,8,5,1994,Gd,1986,1987,301500,1,3,0,1,3,382,0
1258,RL,4060,5,8,1922,TA,864,864,99900,5,2,0,1,2,495,1
1259,RL,9587,7,5,2005,Gd,856,1166,190000,2,1,1,0,1,246,1
1260,RL,9750,6,8,1969,TA,1054,1054,151000,2,1,0,0,2,109,0
1261,RL,24682,6,5,1999,TA,841,1675,181000,3,3,1,1,2,371,1
1262,RL,9600,5,6,1956,TA,1050,1050,128900,3,1,1,0,2,433,1
1263,RL,11250,4,5,1957,TA,1104,1788,161500,1,3,1,1,2,428,0
1264,RL,13515,6,6,1919,TA,764,1824,180500,3,2,1,1,1,440,0
1265,RH,4060,6,5,1998,Gd,1405,1337,181000,1,2,0,1,1,469,0
1266,FV,3735,7,5,1999,Gd,691,1452,183900,2,2,0,0,3,349,0
1267,RM,10120,7,4,1910,Fa,925,1889,122000,2,2,1,0,2,138,0
1268,RL,13214,9,5,2008,Ex,2002,2018,378500,1,1,0,0,3,274,1
1269,RL,14100,8,9,1935,TA,728,3447,381000,3,2,1,1,1,316,1
1270,RL,11344,5,5,1958,TA,874,1524,144000,3,1,1,0,2,285,1
1271,RL,23595,7,6,1979,Gd,1332,1524,260000,3,2,1,1,2,210,1
1272,RL,9156,6,7,1968,TA,1489,1489,185750,4,2,0,0,3,204,0
1273,RL,13526,5,6,1965,TA,935,935,137000,5,1,0,1,3,136,1
1274,RL,11512,6,7,1959,TA,1019,1357,177000,5,3,1,1,1,394,0
1275,RL,5362,5,6,1910,TA,661,1250,139000,2,2,0,0,2,193,1
1276,RL,11345,5,5,1948,TA,928,1920,137000,4,1,1,0,1,285,0
1277,RL,12936,6,6,1972,TA,723,1395,162000,4,2,0,0,2,407,0
1278,RL,17871,6,5,1967,TA,1680,1724,197900,2,3,0,1,1,317,1
1279,RL,9473,8,5,2002,Gd,1128,2031,237000,5,3,1,0,2,470,0
1280,C (all),7500,4,4,1920,TA,698,1128,68400,4,3,1,0,1,138,1
1281,RL,9808,7,5,2002,Gd,1573,1573,227000,5,3,0,1,2,472,1
1282,RL,8049,7,5,1990,TA,1309,1339,180000,3,3,0,0,3,144,1
1283,RL,8800,5,7,1977,TA,1040,1040,150500,4,3,0,0,2,325,0
1284,RL,9400,6,5,1971,TA,912,1824,139000,5,1,0,1,3,476,1
1285,RL,9638,6,7,1919,TA,804,2447,169000,1,3,0,0,2,124,1
1286,RM,6000,6,6,1939,TA,780,1412,132500,4,1,0,1,1,202,0
1287,RL,9790,6,5,1963,TA,1328,1328,143000,3,1,0,0,3,356,0
1288,RL,36500,5,5,1964,TA,1624,1582,190000,5,3,1,1,3,235,0
1289,RL,5664,8,5,2000,Gd,1501,1659,278000,3,3,1,0,3,445,0
1290,RL,11065,8,5,2006,Gd,1085,1970,281000,5,2,0,0,1,218,0
1291,RL,14112,5,7,1964,TA,1152,1152,180500,5,3,0,0,3,312,0
1292,RM,1680,5,7,1972,TA,630,1302,119500,1,1,1,1,1,355,1
1293,RM,6600,5,4,1892,TA,994,2372,107500,3,2,0,1,2,238,1
1294,RL,10140,7,5,1976,TA,832,1664,162900,5,2,0,0,3,123,1
1295,RL,8172,5,7,1955,TA,864,864,115000,1,2,1,0,3,120,0
1296,RL,8400,5,5,1968,TA,1052,1052,138500,3,2,0,1,1,216,1
1297,RL,8700,5,6,1963,TA,1120,1128,155000,4,2,1,1,1,317,0
1298,RM,3675,6,5,2005,TA,547,1072,140000,3,2,1,0,1,191,0
1299,RL,63887,10,5,2008,Ex,6110,5642,160000,5,1,0,0,3,362,1
1300,RL,7500,5,7,1959,TA,1246,1246,154000,3,2,0,0,2,152,1
1301,RL,10762,7,5,1999,Gd,978,1983,225000,4,3,0,0,3,310,1
1302,RL,7500,6,7,1942,TA,771,1494,177500,1,3,0,0,1,192,0
1303,RL,10120,8,5,1994,Gd,1165,2526,290000,5,3,1,0,3,279,1
1304,RL,8688,7,5,2005,Gd,1616,1616,232000,3,1,0,0,3,254,0
1305,RM,3363,7,5,2004,Gd,976,1708,130000,1,2,0,0,1,296,1
1306,RL,13173,9,5,2006,Gd,1652,1652,325000,5,1,1,0,1,313,1
1307,RL,6955,7,5,2005,Gd,1368,1368,202500,2,3,1,0,3,356,1
1308,RL,8072,5,5,1994,TA,990,990,138000,4,3,1,1,1,439,0
1309,RM,12000,5,7,1948,TA,924,1122,147000,4,1,0,1,3,100,1
1310,RL,7153,6,5,1991,TA,1278,1294,179200,1,2,0,0,1,270,1
1311,RL,17500,7,8,1959,Gd,1902,1902,335000,5,3,1,1,1,468,1
1312,RL,8814,7,5,2005,Gd,1274,1274,203000,4,3,1,1,1,150,1
1313,RL,9572,8,5,1990,Gd,1453,2810,302000,1,2,1,0,2,427,0
1314,RL,14774,9,5,1999,Gd,1393,2599,333168,4,3,0,1,2,321,1
1315,RL,8190,4,6,1954,TA,948,948,119000,4,3,1,0,3,164,1
1316,RL,11075,6,5,1969,TA,952,2112,206900,1,1,0,1,2,101,1
1317,RL,10226,8,5,2008,Gd,1622,1630,295493,1,1,0,1,2,410,1
1318,FV,4230,7,5,2006,Gd,1352,1352,208900,2,2,0,0,2,336,1
1319,RL,14781,8,5,2001,Gd,1753,1787,275000,5,3,1,0,1,435,0
1320,RL,10215,4,5,1954,TA,864,948,111000,1,3,1,0,1,300,1
1321,RL,8400,6,3,1957,TA,1478,1478,156500,4,2,1,0,2,311,0
1322,RL,6627,3,6,1949,TA,0,720,72500,2,3,0,0,1,352,1
1323,RL,10186,7,5,1992,Gd,750,1923,190000,2,3,1,0,3,124,0
1324,RL,5330,4,7,1940,Fa,420,708,82500,3,1,1,0,3,197,0
1325,RL,9986,8,5,2006,Gd,1795,1795,147000,4,3,1,1,2,394,1
1326,RM,3636,4,4,1922,TA,796,796,55000,3,1,0,1,2,469,0
1327,RH,4270,3,6,1931,TA,544,774,79000,2,3,1,1,2,124,1
1328,RL,6600,5,9,1982,Gd,816,816,130500,2,3,0,1,1,191,0
1329,RM,10440,6,7,1920,Gd,1510,2792,256000,1,3,1,1,3,188,0
1330,RL,9084,7,5,1998,TA,935,1632,176500,4,3,0,0,1,180,1
1331,RL,10000,8,5,2006,Gd,1588,1588,227000,3,3,0,0,1,452,1
1332,RL,10780,5,5,1976,TA,911,954,132500,4,1,0,0,2,249,1
1333,RL,8877,4,6,1938,TA,816,816,100000,4,2,1,0,2,439,0
1334,RM,7200,5,6,1938,TA,803,1360,125500,5,2,0,0,3,462,0
1335,RM,2368,5,6,1970,TA,765,1365,125000,5,2,1,0,1,261,1
1336,RL,9650,6,5,1977,TA,1350,1334,167900,3,1,0,1,1,182,1
1337,RL,9246,5,5,1973,TA,1656,1656,135000,3,2,1,1,3,434,1
1338,RM,4118,4,4,1941,TA,693,693,52500,5,1,1,0,3,455,0
1339,RL,13450,7,5,2002,Gd,916,1861,200000,5,1,0,1,2,127,0
1340,RL,9560,5,7,1972,TA,864,864,128500,2,3,1,1,2,147,1
1341,RL,8294,4,5,1971,TA,858,872,123000,3,1,1,0,1,459,1
1342,RL,13695,6,5,2003,TA,1114,1114,155000,4,2,1,1,3,255,1
1343,RL,9375,8,5,2002,Gd,1284,2169,228500,1,3,0,1,3,187,0
1344,RL,7558,6,6,1928,TA,896,1913,177000,1,1,0,1,2,160,1
1345,RL,11103,7,5,2006,Gd,728,1456,155835,2,3,1,0,3,242,1
1346,RM,6000,4,4,1920,TA,960,960,108500,3,2,0,0,3,239,1
1347,RL,20781,7,7,1968,TA,1568,2156,262500,5,3,0,0,2,190,0
1348,RL,15306,8,5,2006,Gd,1732,1776,283463,4,2,1,0,1,189,0
1349,RL,16196,7,5,1998,Gd,1482,1494,215000,1,2,0,0,1,168,0
1350,RM,5250,8,5,1872,TA,684,2358,122000,3,2,0,0,1,142,1
1351,RL,11643,5,5,1969,TA,1248,2634,200000,2,1,0,1,1,346,0
1352,RL,9247,6,6,1962,TA,858,1716,171000,5,1,0,1,2,323,1
